,komentar,kategori,label,clean_text
3809,Sama kita kasih mknan ke kucing dan anjing jalanan kita happy mereka mau makan ya itu la kebahagiaan yang tidak bisa di ukur pakai duit. Bahagia hati itu beda lo.,bukan hate speech,0,kasih makan kucing anjing jalan senang makan ya la bahagia tidak ukur pakai duit bahagia hati beda
3810,"Wow, selamat2... hasilnya luar biasa dan pasti berbagi berkat dengan banyak orang. Kebayang senangnya staf dan semua yang berkontribusi. Welldone pak dokter",bukan hate speech,0,wow selamat hasil berkat orang bayang senang staf kontribusi welldone dokter
3811,"Semoga nular rezekinya,, aku masuk 100pc saja penjualan sudah pengen salto",bukan hate speech,0,moga nular rezeki masuk pc jual salto
3812,Subhnallah dr.richard berkah selalu karna selalu bantu orang yang membutuhkan. sehat selalu dokter dan istri tercinta ,bukan hate speech,0,subhnallah drrichard berkah bantu orang butuh sehat dokter istri cinta
3813,Congratulation dok ... jangan lupa ke THT dok... cek pita suaranya‚‚‚...,bukan hate speech,0,congratulation dok lupa tht dok cek pita suara
3814,Orang baik suka menolong rezeki nya melimpah ruah,bukan hate speech,0,orang suka tolong rezeki nya limpah ruah
3815,Semoga Rezekinya Pak Dokter Baik @dr.richard_lee nular ke saya .........  Allahumma Sholli Ala Sayyidina Muhammad Wa Ala Ali Sayyidina Muhammad ,bukan hate speech,0,moga rezeki dokter drrichard lee nular allahumma sholli ala sayyidina muhammad wa ala ali sayyidina muhammad
3816,"Pingin banget pake athena lagi, mudahan dapat kiriman free dari @dr.richard_lee …",bukan hate speech,0,banget pakai athena mudah kirim free drrichard lee
3817,Ya Allah Keren banget mudah betul sehari tembus 3M semoga saya bulan depan tembus 100juta ,bukan hate speech,0,ya allah keren banget mudah tembus m moga tembus juta
3818,Saya juga udah pernah dok dapat 3M dalam 1 hari tanpa berjualan apapun karena saya cuma mimpi aja dok waktu tidur,bukan hate speech,0,dok m jual mimpi dok tidur
3819,Alhamdulillah berkah ya dr Richard  emang nya kalau menolong orang di zholimin ga bakal susah yang ada nambah berkah nya  sehat2 terus dr,bukan hate speech,0,alhamdulillah berkah ya richard emang nya tolong orang zholimin tidak susah berkah nya sehat
3820,Alhamdulillah berkah ya dokkbismillah jum'at berkah 500rbu,bukan hate speech,0,alhamdulillah berkah ya dokkbismillah jumat berkah rbu
3821, Kalian berduaa hebat banget ‚… @louissescarlett @dr.richard_lee,bukan hate speech,0,berduaa hebat banget louissescarlett drrichard lee
3822,Sebuntukan 2 persamaan antara dr. Richard dengan suami saya!! yang bs tebak dapat 500rb,bukan hate speech,0,buntu richard suami tebak rb
3823,"Emang beda ya... kalau yang ngejual emak2 sama Bapak2... ‚marketingnya beda pendekatan nya.. Walaupun jualan... Keren banget dok... Ditunggu buku nya, trik jualan ala dokter",bukan hate speech,0,emang beda ya ngejual emak marketingnya beda nya jual keren banget dok tunggu buku nya trik jual ala dokter
3824,"dr. Richard...usia saya 59 tahun, apa ada skincare yang bisa membuat wajah segar tapi jangan yang mahal ya....",bukan hate speech,0,richardusia skincare wajah segar mahal ya
3825,Mau skincare nya dok pingin cicip dok skin care mantul. Skin care nya para sultan sayang aku bukan sultan komen ke 9 mnit,bukan hate speech,0,skincare nya dok cicip dok skin care mantul skin care nya sultan sayang sultan komen mnit
3826,dokter mau banget beli untuk ngilangi flek hitam gimana cara belinya,bukan hate speech,0,dokter banget beli ngilangi flek hitam beli
3827,Dari dulu mau skincare dari dr tapi ga punya uang habis buat ngurusin anak,bukan hate speech,0,skincare tidak uang habis urus anak
3828,Saya baru pertama kali coba. baru pake sekali tapi ga cocok. barangkali ada yang minat… masih utuh .. hanya cream malam dan pagi TERPAKAI 1x,bukan hate speech,0,kali coba pakai tidak cocok barangkali minat utuh cream malam pagi pakai x
3829,"Mind site nya jangan glowing dok tapi healthy sehat dulu, kalau glowing dulu banyak tuh skincare diluaran sana",bukan hate speech,0,mind site nya glowing dok healthy sehat glowing tuh skincare
3830,"Gak sanggup beli dok pengangguran dengan berbagai mslh kulit,. menunggu keajaiban datang",bukan hate speech,0,tidak sanggup beli dok anggur kulit tunggu ajaib
3831,Sale jg kah DNA salmonnya sudah titik terakhir ini DNA salmonnya pelase dok,bukan hate speech,0,sale kah dna salmon titik dna salmon pelase dok
3832,kita doakan tony cepat punya istri baru yang tidak lemapar gelas .banyak wanita indonesia yang baik bandung jawa cantik soleh .amin amin,bukan hate speech,0,doa tony cepat istri tidak lapar gelas wanita indonesia bandung jawa cantik soleh amin amin
3833,"saya tau kalau si Mr .dedola ini gak salah ,karena zaman sekarang ayah mana yang mau ngurus anak sambung 3 org tulus sampai anak nyaman.., sangat disayangi mbak  Nikmir gak berfikir dan berubah, padahal mereka cocok banget, semoga mereka selalu sehat",bukan hate speech,0,tau si mr dedola tidak salah zaman ayah ngurus anak sambung orang tulu anak nyaman sayang mbak nikmir tidak berfikir ubah cocok banget moga sehat
3834,"Asumsi saya si ya, nyai ini kan mantanya banyak tuh tapi loly cuman kaliatan dekat apa toni doang yang berarti toni baik dong ke loly dan adik""nya? Secara yang lain kek cuman sekedar doang gitu loh. Tapi saya gatau ya kan yang paling tau baik buruknya toni ya cuma nyai sama loly aja. saya si cuma nonton doang",bukan hate speech,0,asumsi si ya nyai manta tuh loly kaliatan ton arti ton loly adik dar loh tidak tau ya tau buruk ton ya nyai loly si nonton
3835,Saya mengerti Anda mencintai putrinya. Tapi memiliki kebijaksanaan biarkan dia kembali ke ibunya. Fokus pada diri sendiri dan keluarga masa depan baru Anda. Loly harus mengerti ini,bukan hate speech,0,erti cinta putri milik bijaksana biar fokus keluarga loly erti
3836,Berjanjilah pada diri sendiri untuk menjadi lebih bahagia dari sebelumnya Tony!,bukan hate speech,0,janji bahagia tony
3837,Ganteng kali MasyaAllah,bukan hate speech,0,ganteng kali masyaallah
3838,"Nikmati hidup Toni, berbahagialah Aku berharap bisa berkeliling dunia sepertimu",bukan hate speech,0,nikmat hidup ton bahagia harap keliling dunia
3839,Jodohin sm @mommy_starla cocok nihh duda keren mualaf lagi,bukan hate speech,0,jodohin mommy starla cocok nihh duda keren mualaf
3840,"Mashallah Tabarakallah, Allah bless you Brother @toni.dedola",bukan hate speech,0,mashallah tabarakallah allah bless brother tonidedola
3841,padahal dia suami dan ayah yang baik ya. semoga dapat istri yang baik dan tulus ya toni.,bukan hate speech,0,suami ayah ya moga istri tulu ya ton
3842,"Semakin Anda meninggalkan KRISTUS; semakin banyak masalah yang akan Anda miliki. Karena Dia adalah jalan, hidup dan Kebenaran, tidak ada yang akan memasuki kerajaan-Nya jika bukan oleh Juru Selamat.",bukan hate speech,0,tinggal kristus milik jalan hidup tidak pasuk raja juru selamat
3843,Anda masih diterima di Indonesia dan Anda berhak mendapatkan hidup yang sehat dan bahagia. Luangkan waktu Anda untuk menyembuhkan dan tidak terburu-buru untuk kembali lebih kuat. Saya minta maaf Anda telah mengalami proses kehidupan yang traumatis tetapi salut untuk Anda dan ibu Anda. Tuhan memberkatimu & keluargamu Toni. Yang terbaik belum datang.,bukan hate speech,0,terima indonesia hak hidup sehat bahagia luang sembuh tidak terburuburu kuat maaf alami prose hidup traumatis salut tuhan berkat keluarga ton
3844,Tetap semangat dan lanjut kan hidup meskipun orang tidak baik yang kau temui.. tetapi tidak semua orang Indonesia seperti itu.. welcome back to Indonesia,bukan hate speech,0,semangat hidup orang tidak kau temu tidak orang indonesia welcome back indonesia
3845,Hy toni .. Muslim itu indah biarkan wanita itu ujian dalam hidup mu.. karena allah mau mempertemukan wanita yang terbaik untuk mu..,bukan hate speech,0,hy ton muslim indah biar wanita uji hidup mu allah temu wanita mu
3846,"Surga dibawah telapak kaki ibu,,, tugas anak berbakti kepada orang tua,,, tugas ibu melindungi, mendidik, dll kepada anaknya,,, anak yang berhasil dan sukses adalah anak yang memuliakan ibunya,,, perlakukanlah ibu seperti raja,,, maka rejekinya akan seperti raja,,,t api kalau memperlakukan ibu seperti pembantu,,, maka rejeki si anak akan seperti pembantu,, ,doa ibu adalah yang paling makhbul untuk kehidupan anak di dunia,,,d an doa anak yang cepat sampai tidak ada penghalang apabila ibu sudah tiada,,, apabila ragu merasa ibumu salah atau tidak benar,,, si anak cukup tidak mengikuti kejelekan ibunya,, , tapi tetap menghormatinya,,,",bukan hate speech,0,surga telapak kaki tugas anak bakti orang tua tugas lindung didik anak anak hasil sukses anak mulia laku raja rejekinya rajat api laku bantu rejeki si anak bantu doa makhbul hidup anak duniad an doa anak cepat tidak halang tiada ragu salah tidak si anak tidak jelek hormat
3847,"Semoga kau menemukan jodoh yang baik ,yang menghormati ibumu dan keluargamu ",bukan hate speech,0,moga kau temu jodoh hormat keluarga
3848,Yang penting berbuat baik dan positif aja lakukan yang membuat happy,bukan hate speech,0,positif laku senang
3849,Still strong have a beautiful moment ya,bukan hate speech,0,strong have a beautiful momen ya
3850,"BRAVO @toni.dedola lebih baik bgini kan lebih enak, hidup damai dan gak ada beban, daripada lu sama perempuan, bikin hidup lu stres...",bukan hate speech,0,bravo tonidedola bgini enak hidup damai tidak beban perempuan bikin hidup stres
3851,Semoga Allah SWT selalu melindungimu dan Ibumu.. angkat martabatmu karena kamu berada di jalan yang benar!! Tidak ada yang bisa menyeretmu ke bawah! Allah memberkati Anda! @toni.dedola banyak cinta dari Indonesia,bukan hate speech,0,moga allah subhanahu wata ala lindung angkat martabat jalan tidak seret allah kati tonidedola cinta indonesia
3852,"Entah kenapa terharu baca ini. Semoga ini kebenaran yang diberikan Allah SWT ke dalam hidup kamu ya @toni.dedola . Percaya selalu dibalik segala kesedihan & kehancuran yang kita jalani, akan selalu ada hikmah di dalamnya sebagai pelajaran hidup. Yang udah bikin sakit tinggalkan & jangan munculkan dendammu. Mulai langkah2 baru dengan pengalaman yang udah pernah kamu dapat. Ga usah berpikir buat balik ke masa lalu yang kelam & menyakitkan, jalani hidup yang baru dengan sisi positifmu. In Shaa Allah semua akan baik2 saja. Jauhi orang2 sakit mental yang selama ini jadi hantu dalam hidupmu.. Hiduplah dengan damai, aman & nyaman tanpa tekanan apapun. Semoga Allah akan terus menjagamu ya @toni.dedola . .",bukan hate speech,0,haru baca moga allah subhanahu wata ala hidup ya tonidedola percaya sedih hancur jalan hikmah ajar hidup bikin sakit tinggal muncul dendam langkah alam tidak pikir kelam sakit jalan hidup sisi positif in shaa allah orang sakit mental hantu hidup hidup damai aman nyaman tekan moga allah jaga ya tonidedola
3853,Ganteng banget woi,bukan hate speech,0,ganteng banget woi
3854,"sumpah ngakak banget denger suara nikmir yang lagi marah di story toni. … Aku kalau jadi loly juga kayaknya stress karena terlalu di kekang begitu, disuruh kerja mulu tapi ga boleh ngelakuin yang dia suka.",bukan hate speech,0,sumpah tertawa banget denger suara nikmir marah story ton loly kayak stress kekang suruh kerja mulu tidak ngelakuin suka
3855,Om Toni sekarang gemukan di lihatnya seger ,bukan hate speech,0,om ton gemuk lihat seger
3856,"Lepaskan saja semua yang ada hubungannya dengan NM, fokus ke diri sendiri dan keluarga, jadi anda akan hidup damai, tidak diutak atik terus.. hubungan mereka ibu dan anak sudah ada, sebelum anda bersama mereka.. ini hanya saran saja..",bukan hate speech,0,lepas hubung nm fokus keluarga hidup damai tidak diutak atik hubung anak saran
3857,Jalani hidup kamu yang lebih sehat. Jadikan yang kemarin sebagai pelajaran hidup mu... Semangat Toni...,bukan hate speech,0,jalan hidup sehat kemarin ajar hidup mu semangat ton
3858,Tonny ganteng ya...semoga mendapatkan wanita yang lebih solehah dan good attitude ,bukan hate speech,0,tonny ganteng yasemoga wanita solehah good attitude
3859,Toni mirip penyanyi yang duet sama ayu ting ting itu lo siapa namanya ya ? yang brewok itu perlu buka YouTube cari namanya‚,bukan hate speech,0,ton nyanyi duet ayu ting ting nama ya brewok buka youtube cari nama
3860,Tetap semangat gan...,bukan hate speech,0,semangat juragan
3861,"Jika memang  story yang km share itu fakta, knp tidak mengajukan suaka, seperti gadis 16thn asal saudia yang akhirnya mendapatkan tinggal permanen di canada",bukan hate speech,0,story share fakta tidak aju suaka gadis saudia tinggal permanen canada
3862,"saya rasa saya tau kenapa nikmir sensi banget sama mas toni ini ‚‚. karena dia adalah satu-satunya pria bendera hijau yang datang ke dalam hidupnya sejauh ini. ga ngehamilin terus nyerein, ga terlibat kasus, ga nipu dll. yaudah makanya stress banget anaknya nurut ma mantan pacarnya dibanding dia. ‚‚‚",bukan hate speech,0,tau nikmir sensi banget ma ton satusatunya pria bendera hijau hidup tidak ngehamilin nyerein tidak libat tidak nipu ya stress banget anak nurut mantan pacar banding
3863,Semoga kamu benar-benar mencintai Loly dan tidak memanfaatkannya,bukan hate speech,0,moga benarbenar cinta loly tidak manfaat
3864,"Papa toni main yuk, tar aku kenalin sama anak2 aku ‚",bukan hate speech,0,papa ton main yuk kenal anak
3865,Semoga ketemu jodoh yang baik ya Ton..,bukan hate speech,0,moga ketemu jodoh ya ton
3866,Semangat Toni… lawan terus nikmir itu...,bukan hate speech,0,semangat ton lawan nikmir
3867,Manis banget bang,bukan hate speech,0,manis banget bang
3868,Kami harap Anda benar-benar merawat lily seperti putri Anda sendiri Toni.... Amiin,bukan hate speech,0,harap benarbenar rawat lily putri ton amiin
3869,"Jadilah kuat Tony, semoga semuanya segera baik-baik saja .. allah tahu apa yang kamu lakukan... Jadi jangan pernah menyerah",bukan hate speech,0,kuat tony moga baikbaik allah laku serah
3870,"Tony, aku penggemarmu dari indonesia, kamu anak yang sangat baik",bukan hate speech,0,tony gemar indonesia anak
3871,"Maaf Loly sayang @1aurabd mau dm ga bisa, mau ngetag di mimi kamu jg percuma soalnya kan kamu diblokir kan, gini Loly, kenapa gak pakai uang cash saja? dan bilang itu dari mimi kamu, katanya Tony mau bayarin tapi gak bisa kan.Nah pakai uang cash saja, jika kurang, bisa minta tambah ke ayah kandungmu, eh iya ayah kandungmu kan orang kaya juga kan, atau tante kamu dari pihak ayah, katanya sudah ngobrol kan, ya masa pakai uang cash gak bisa juga .",bukan hate speech,0,maaf loly sayang aurabd dm tidak ngetag mimi blokir loly tidak pakai uang cash bilang mimi tony bayarin tidak kannah pakai uang cash ayah kandung eh iya ayah kandung orang kaya tante ayah ngobrol ya pakai uang cash tidak
3872,Sy sebenarnya lebih percaya si Toni daripada kubu sebelah. Cuan takut diserang fans nya,bukan hate speech,0,percaya si ton kubu belah cuan takut serang fan nya
3873,Wah keren motornya sama orangnya...,bukan hate speech,0,keren motor orang
3874,do your best toni,bukan hate speech,0,do your best ton
3875,wow terlihat keren,bukan hate speech,0,wow lihat keren
3876,Nikha dengan nikita mirzani sebentar aja uda naik namanya sekarang udah banyak uang toni,bukan hate speech,0,nikha nikita mirzani sebentar nama uang ton
3877,"Sudah mualaf, kepikiran siapa yang bimbing ajaran islam ke toni. Semoga selalu istiqomah dijalan Allah ya ton. ",bukan hate speech,0,mualaf pikir bimbing ajar islam ton moga istiqomah jalan allah ya ton
3878,Sholat tahajud bareng yuk ton,bukan hate speech,0,sholat tahajud bareng yuk ton
3879,"Yang jomblo yang jomblo, ada duren nih ",bukan hate speech,0,jomblo jomblo duren nih
3880,Stay istiqomah toni,bukan hate speech,0,stay istiqomah ton
3881,Alhamdulilah Tony sdh terbebas,bukan hate speech,0,alhamdulillah tony bebas
3882,Semangat ya ya Loly kamu anak Solehah jangan lupa sholat disana ya terus berdoa ,bukan hate speech,0,semangat ya ya loly anak solehah lupa sholat ya doa
3883,Semangat.. Allah ada untuk mu selalu selama kamu mau berusaha dan berjuang. Always grateful broh ,bukan hate speech,0,semangat allah mu usaha juang grateful broh
3884,"MasyaAllah keep Istiqomah , laki baik disia2in aduh Ya Allah",bukan hate speech,0,masyaallah keep istiqomah laki disiain aduh ya allah
3885,Pemandangan bagus,bukan hate speech,0,pandang bagus
3886,Tolong bantu Loly dia sangat membutuhkan bantuan. Katakan padanya bahwa dia bisa melakukannya! Dia kuat dan suatu hari dia akan berhasil. Berdiri di sisinya sebagai papanya tolong Toni,bukan hate speech,0,tolong bantu loly butuh bantu laku kuat hasil sisi papa tolong ton
3887,Buat Chanel YouTube aja. Temanya jalan-jalan @toni.dedola,bukan hate speech,0,chanel youtube tema jalanjalan tonidedola
3888,Dan kamu harus belajar lebih tentang islam. Kunci dunia akhirat . Dan belajar sejarah para nabi adam ibrahim musa isa sampai nabi terakhir nabi muhammad SWT. Semoga allah memberkahimu amin,bukan hate speech,0,ajar islam kunci dunia akhirat ajar sejarah nabi adam ibrahim musa isa nabi nabi muhammad subhanahu wata ala moga allah berkah amin
3889,MasyaAllah semoga Allah merahmati dan istiqomah di jalan Allah,bukan hate speech,0,masyaallah moga allah rahmat istiqomah jalan allah
3890,Emang juara kau ton ,bukan hate speech,0,emang juara kau ton
3891,MASYAALLAH JANGAN BERHENTI MENJADI ORANG BAIK BUAT ANAK SAMBUNGMU DAN ORANG ORANG DISEKELILINGMU DAN SELALU ISTIQOMAH DI JALAN ALLAH,bukan hate speech,0,masyaallah henti orang anak sambung orang orang keliling istiqomah jalan allah
3892,"Tetap menjadi Muslim yang Istiqomah ,,, kami mendukungmu ,,, ",bukan hate speech,0,muslim istiqomah dukung
3893,Lagu yang indah,bukan hate speech,0,lagu indah
3894,"ketika kamu mencoba untuk mengenal Allah, Allah melindungimu dari seseorang yang tidak baik untukmu. Pria yang baik untuk wanita yang baik.",bukan hate speech,0,coba kenal allah allah lindung orang tidak pria wanita
3895,"Cuma ngingetin, enggak ngucapin @1aurabd ultah, mamah @nikitamirzanimawardi_172s aja ngucapin lo. Udah di bela loly mati di depan umum, sampai ngorbanin mama yang melahirkan. Yuk bisa kasih perhatian, yang udah nganggap lo ayah",bukan hate speech,0,enggak aurabd ulang mamah nikitamirzanimawardi s bela loly mati ngorbanin mama lahir yuk kasih perhati nganggap ayah
3896,Keren nih adiknya Toni @dounche feat ayu ,bukan hate speech,0,keren nih adik ton dounche feat ayu
3897,"Dia mengatakan bahwa Anda hanya mengunggah momen lama seperti liburan dan motor Anda. Aku tidak tahu, kenapa dia selalu ingin membuatmu terlihat buruk. Bahkan ketika banyak netizen Indonesia menjadi pengikut Anda, katanya jangan bangga dengan itu :) . Mungkin dia belum bisa move on dari kamu :D .. Nah Toni, lakukan yang terbaik yang kamu bisa, keep positive. Kamu pantas untuk bahagia. @toni.dedola",bukan hate speech,0,unggah momen libur motor tidak lihat buruk netizen indonesia bangga move on d ton laku keep positif bahagia tonidedola
3898,"Pantes NM gerung di tinggal udah ganteng , sayang sama anaknya kagak akan nemu NM laki yang begini",bukan hate speech,0,nm gerung tinggal ganteng sayang anak tidak temu nm laki
3899,cakep amat ton sama saya aja sini ‚,bukan hate speech,0,cakep ton
3900,mimpi apa dia tiba2 kawin jagain anak orang lalu jadi duda pula sekarang.. kayak roler coaster hidup nya masya Allah.. semoga tetap istiqomah dijalan Allah SWT.. orang baik dan sabar disayang dan dijaga selalu dalam lindungan Allah SWT..  YRA.. doa terbaik buat Toni,bukan hate speech,0,mimpi kawin jagain anak orang duda roler ala hidup nya masyaallah allah moga istiqomah jalan allah subhanahu wata ala orang sabar sayang jaga lindung allah subhanahu wata ala yra doa ton
3901,"Toni benar"" calon suami idaman , sudah baik ,org nya kelihatan tulus.. pasti banyak yang antrian nih .....‚‚‚",bukan hate speech,0,ton calon suami idam orang nya lihat tulu antri nih
3902,emang ganteng banget ini laki ya,bukan hate speech,0,emang ganteng banget laki ya
3903,Memang ganteng ini orang ,bukan hate speech,0,ganteng orang
3904,Anda terlihat lebih segar.. tampan..,bukan hate speech,0,lihat segar tampan
3905,Masya Allah semoga tetap menjadi muslim ya @toni.dedola,bukan hate speech,0,masyaallah allah moga muslim ya tonidedola
3906,"Udahlah ton kayanya kau lebih happy hidup sendiri, enak kan kalau single happy lebih bebas mau jalan kemana saja dan sama siapa saja gak ada yang larang dan gak perlu repot lagi gendong anak apalagi mau makan saja kudu nunggu ditawarin dulu …",bukan hate speech,0,udahlah ton kaya kau senang hidup enak single senang bebas jalan tidak larang tidak repot gendong anak makan kudu nunggu ditawarin
3907,gimana sih awalnya bisa ketemu nikmir? kasihan banget ni anak,bukan hate speech,0,sih ketemu nikmir kasihan banget ni anak
3908,"Percayalah bule itu cocoknya dan langgengnya dengan pasangan yang simpel, no glamour, cantik apa adanya , humble. walaupun tajir tetap sederhana kayak indah kalau walaupun tajir melintir tetap humble and kesehariannya sederhana dandannya mau pakai jepitan doang tetap keliatannya keren",bukan hate speech,0,percaya bule cocok langgeng pasang simpel nomor glamour cantik humble kaya sederhana indah kaya melintir humble and sederhana dandan pakai jepit lihat keren
3909,"Masya Allah , salah satu ciptaan Allah SWT yang indah ini di sia2 kan NM",bukan hate speech,0,masyaallah allah salah cipta allah subhanahu wata ala indah sia nm
3910,"Hidup lah dengan tenang dan ingat mati maka hati kita lembut, dunia hanyalah sementara dan kita semua calon mati semuanya",bukan hate speech,0,hidup tenang mati hati lembut dunia calon mati
3911,traveling ke porang tuagal sudah pasti ada di bucket list saya,bukan hate speech,0,traveling porang tuagal bucket daftar
3912,"Lebih tenang ya hidupnya sekarang, ga lagi rungsing. Adem liatnya. Semoga terus jaga Loli ya Ton.",bukan hate speech,0,tenang ya hidup tidak rungsing adem lihat moga jaga loli ya ton
3913,Hidupnya santai tidak butuh di wow 0rang.. lebih bahagia no beban,bukan hate speech,0,hidup santai tidak butuh wow rang bahagia nomor beban
3914,"Kemarin sering liat toni wara wiri di rumah sakit tempat saya kerja… he is good man sayang banget sama anak anak nya kak niki , baik dan sangat sopan. hope u always happy @toni.dedola .",bukan hate speech,0,kemarin lihat ton wara wiri rumah sakit kerja he is good man sayang banget anak anak nya kak nik sopan hope senang tonidedola
3915,"Jika kamu datang ke indonesia, silahkan berkunjung ke sumba, Nusa Tenggara Timur @toni.dedola",bukan hate speech,0,indonesia silah kunjung sumba nusa tenggara timur tonidedola
3916,Ku lihat lihat pak Toni sudah mulai berbahagia apa pun itu doa yang terbaik untuk kalian semua. Dewasa dalam menyelesaikan masalah hidup. DUNIA INI PANGGUNG SANDIWARA,bukan hate speech,0,ku lihat lihat ton bahagia doa dewasa selesai hidup dunia panggung sandiwara
3917,@1aurabd kamu bisa minta perlindungan sama Indonesian embassy di UK soal issue ini.,bukan hate speech,0,aurabd lindung indonesian embassy uk issue
3918,"Aku malah langsung follow toni soalnya aku di pihak toni‚ lihat saja perjuangan toni jagain anaknya waktu si ono dipenjara ampai dikatain babysitter ,terus bunda corla yang sudah dia fitnah segitu parahnya tapi gak kebuktikan... terus kalian masih percaya bakalan dikasik 100jt kalau unfoll toni...‚‚‚‚‚",bukan hate speech,0,langsung follow ton ton lihat juang ton jagain anak si penjara ampai dikatain babysitter bunda corla fitnah segitu parah tidak bukti percaya dikasik jt unfoll ton
3919,Aku lebih percaya Antoni ini‚‚‚,bukan hate speech,0,percaya antoni
3920,"gila. keren nih toni, gapernah liat NM sengemis itu ‚‚‚",bukan hate speech,0,gila keren nih ton tidak lihat nm sengemis
3921,"Sudah ganteng , pinter cerdas , tajir , sekarang muslim ",bukan hate speech,0,ganteng pintar cerdas kaya muslim
3922,kamu benar-benar terlihat seperti orang baik.. sabar & tetap Semangat,bukan hate speech,0,benarbenar lihat orang sabar semangat
3923,"jangan mempermalukan diri sendiri sebagai seorang pria. Ambil semua hadiah dan pergi dengan hadiah yang sangat memalukan. Bagaimanapun saya pikir Anda harus mendukung keluarga Anda, bukan sebaliknya. kamu laki-laki, jangan jadi laki-laki yang mengambil uang perempuan. Tidak baik untuk harga diri pria. Anda perlu melihat siapa Anda tidak perlu memberi tahu kami tentang yang buruk atau yang baik. Tidak perlu memberitahu kami siapa nikita mirzani dia bintang super dan saya mengikutinya buruk sampai baik tentang nikita dari 2010 hampir 13 tahun dan saya tahu siapa dia. Tapi satu hal yang saya tahu dia selalu menutupi laki-laki meskipun dia tidak mendapat penghasilan dari laki-laki. Kamu bukan siapa-siapa tanpa nikita tapi nikita adalah superstar yang kita kenal daripada kamu OG ¸ berikan kembali apa yang kamu dapatkan darinya itu akan membuat kita tahu siapa yang benar dan salah dalam kasus ini. Laki-laki sebagai laki-laki kamu harus memiliki kebanggaan sebagai laki-laki ‚",bukan hate speech,0,malu orang pria ambil hadiah pergi hadiah malu pikir dukung keluarga lakilaki lakilaki ambil uang perempuan tidak harga pria lihat tidak buruk tidak memberitahu nikita mirzani bintang super buruk nikita tutup lakilaki tidak hasil lakilaki siapasiapa nikita nikita superstar kenal ikan salah lakilaki lakilaki milik bangga lakilaki
3924,"orang2 yang masih belain si niki cuma fans buta si niki doang ‚‚ saya lebih percaya si toni, kasian si niki sampai mohon2 minta di hapus Padahal dia sendiri yang memulai perang‚ di kira si bule mau diam saja kali ya‚",bukan hate speech,0,orang bain si nik fan buta si nik percaya si ton kasihan si nik mohon hapus perang si bule diam kali ya
3925,Yay selamat datang kembali orang baik,bukan hate speech,0,yay selamat orang
3926,Saudaraku @toni.dedola semoga yang terbaik untukmu #bismillah,bukan hate speech,0,saudara tonidedola moga bismillah
3927,"Toni, kamu pantas mendapatkan yang lebih baik!!!!!",bukan hate speech,0,ton
3928,"Saya terlihat senyum dengan status terakhir Toni, Saat Nikita memohon mohon agar semua Pesan di Hapus.",bukan hate speech,0,lihat senyum status ton nikita mohon mohon pesan hapus
3929,"Nah, apa yang terjadi ketika Anda menjalin hubungan dengan psyco Maksud saya baik untuk Anda, tinggalkan dia dan lanjuntukan hidup Anda Apa pun yang dikatakan orang, abaikan saja karena itu hidup Anda bukan milik mereka.",bukan hate speech,0,jalin hubung psyco maksud tinggal lanjuntukan hidup orang abai hidup milik
3930,"Lebih baik anda menikahi perempuan biasa tapi baik hatinya meski tidak cantik parasnya, perempuan yang bisa membuat anda jauh lebih merasakan tentang hidup, bukan tentang merk tapi tentang bahagia.  semangat! Team Toni ",bukan hate speech,0,nikah perempuan hati tidak cantik para perempuan hidup merk bahagia semangat team ton
3931,Itu baru pria sejati...  Jadilah diri sendiri… jangan mau direndahkan... Cari wanita yang bisa menghargai kamu... Karena cinta yang sesungguhnya adalah cinta yang saling menghargai satu sama lain... ,bukan hate speech,0,pria sejati rendah cari wanita harga cinta sungguh cinta harga
3932,Kasian sm anak2nya niki si  udah pada dekat sama dia,bukan hate speech,0,kasihan anak nik si
3933,"Si ubin pura2 bahagia tapi hati nya nangis2 di tinggal toni, ubin yang sok paling benar..",bukan hate speech,0,si ubin pura bahagia hati nya nang tinggal ton ubin sok
3934,Itu tas yang diributin bini lu ya bang ‚,bukan hate speech,0,ta diributin bini ya bang
3935,"Cakep benar,,, sayang ga bisa basa jawa dia",bukan hate speech,0,cakep sayang tidak basa jawa
3936,suka banget ngeliat mr. toni semenjak deket sm nikita .. kelihatan banget positive vibes dan dia syang banget masya allah sm anak2 sambungnya . Semoga kk toni adalah lelaki pilihan Allah S.W.T. yang terbaik untuk niki & anak2ny dan langgeng smpai maut dengan niki  Ya Mujibassailin ,bukan hate speech,0,suka banget lihat mr ton semenjak nikita lihat banget positif vibe syang banget masyaallah allah anak sambung moga kk ton lelaki pilih allah subhanahu wata ala nik anakny langgeng maut nik ya mujibassailin
3937,Profesinya kalau nggak salah Polisi atau tentara ya? Apa dia pindah tugas di Indonesia? Yang tau jawab dong . benaran nanya ini,bukan hate speech,0,profesi tidak salah polisi tentara ya pindah tugas indonesia tau
3938,Keren banget pake @uppermost___ makin keren kalau couple sama @nikitamirzanimawardi_172 ,bukan hate speech,0,keren banget pakai uppermost keren pasang nikitamirzanimawardi
3939,"Akulah Jalan, Kebenaran, dan Hidup. Tidak seorang pun datang kepada Bapa kecuali melalui saya. @toni.dedola",bukan hate speech,0,jalan hidup tidak orang bapa kecuali tonidedola
